datetime,open,high,low,close,volume
2011-09-09,375.0,381.2,371.9,373.1,8111528
2011-09-12,366.5,370.0,358.05,365.5,6245514
2011-09-13,370.15,376.8,361.0,371.85,5918914
2011-09-14,367.5,382.85,367.35,381.5,7137108
2011-09-15,384.0,393.35,381.0,383.8,9521200
2011-09-16,386.0,389.5,379.0,381.5,5602046
2011-09-19,377.05,391.0,373.65,384.5,7965402
2011-09-20,384.45,390.75,383.75,389.75,5250978
2011-09-21,388.4,391.95,382.6,383.4,3454568
2011-09-22,375.25,376.0,352.65,356.9,8779446
2011-09-23,353.6,354.65,320.35,330.0,9282744
2011-09-26,324.95,342.0,310.5,332.65,8170932
2011-09-27,341.0,350.0,338.0,344.05,4493132
2011-09-28,340.6,341.2,332.35,334.9,5649858
2011-09-29,330.75,349.1,330.05,344.65,7047664
2011-09-30,343.3,346.95,330.05,334.85,5593486
2011-10-03,325.1,335.2,320.55,329.8,6069492
2011-10-04,325.0,329.6,303.35,305.55,8282450
2011-10-05,315.1,315.75,293.0,301.95,6880388
2011-10-06,306.45,319.9,304.5,319.45,7015134
2011-10-07,322.2,332.55,322.2,331.25,6231446
2011-10-10,333.5,340.0,321.15,339.75,5708826
2011-10-11,340.55,341.05,326.15,328.45,7425628
2011-10-12,328.5,339.75,324.7,332.95,9773816
2011-10-13,332.95,338.5,323.65,326.05,9534442
2011-10-14,327.6,338.45,324.8,335.15,10951794
2011-10-17,338.65,348.25,326.75,329.8,12312936
2011-10-18,326.85,330.4,318.9,329.75,8992876
2011-10-19,332.35,336.0,325.85,329.75,8327188
2011-10-20,324.85,333.0,319.6,325.35,7732534
2011-10-21,327.6,340.0,325.4,339.15,6460580
2011-10-24,342.2,356.9,341.0,356.75,9880810
2011-10-25,355.0,357.35,346.0,349.6,8174878
2011-10-26,348.65,358.95,347.5,354.85,8928458
2011-10-27,364.2,372.5,361.6,362.0,9619886
2011-10-28,366.75,373.75,359.6,370.75,8443544
2011-10-31,365.1,376.0,363.5,366.85,6159864
2011-11-01,361.75,364.5,350.55,353.2,6436390
2011-11-02,353.45,363.3,345.55,359.55,6675628
2011-11-03,354.0,368.45,346.55,366.8,6849250
2011-11-07,367.75,373.0,359.75,370.25,5195844
2011-11-08,370.25,379.25,367.6,373.75,4031864
2011-11-09,377.0,378.45,355.05,358.3,9004390
2011-11-10,353.25,366.15,349.0,364.5,6574178
2011-11-11,366.1,366.45,355.8,360.5,4818072
2011-11-14,364.2,370.4,358.25,359.0,5207610
2011-11-15,357.65,363.0,347.25,357.25,6150676
2011-11-16,353.75,357.1,348.9,351.85,5603540
2011-11-17,350.55,354.8,340.15,345.4,7065800
2011-11-18,340.9,344.05,338.65,340.0,4810746
2011-11-21,336.6,337.45,315.75,316.15,6930240
2011-11-22,317.5,324.2,313.6,318.5,4960538
2011-11-23,312.5,321.8,311.25,313.5,7387262
2011-11-24,313.4,316.75,306.55,307.2,5710384
2011-11-25,307.0,310.85,298.0,310.35,8526132
2011-11-28,315.85,322.5,315.3,322.2,10556484
2011-11-29,322.5,324.75,317.95,320.15,7405566
2011-11-30,318.55,339.5,316.0,337.0,10565826
2011-12-01,340.0,348.15,338.5,343.0,10680730
2011-12-02,344.0,355.45,340.05,351.1,9717416
2011-12-05,353.2,359.8,350.6,357.15,6065048
2011-12-06,353.05,353.5,335.6,336.3,9909604
2011-12-07,339.45,343.2,330.65,334.3,8285830
2011-12-08,336.55,343.45,330.0,333.55,11030456
2011-12-09,325.9,327.05,312.9,314.9,10640574
2011-12-12,320.2,322.4,303.05,304.3,7755838
2011-12-13,303.05,311.25,295.55,309.95,10547798
2011-12-14,306.65,314.85,302.0,305.6,10159026
2011-12-15,301.85,313.25,299.95,311.75,9053226
2011-12-16,312.5,319.5,308.85,313.2,7792716
2011-12-19,311.3,315.5,303.75,310.65,6455310
2011-12-20,310.65,317.0,307.55,316.5,4099588
2011-12-21,319.4,321.95,305.05,305.25,8952668
2011-12-22,306.25,306.75,300.35,303.5,5268142
2011-12-23,304.25,305.0,297.25,297.6,3964418
2011-12-26,299.95,301.9,298.35,301.45,1560834
2011-12-27,301.0,302.45,298.65,299.95,1409352
2011-12-28,299.7,300.9,295.3,296.45,1900862
2011-12-29,295.75,295.75,286.75,289.9,3833100
2011-12-30,290.75,295.4,288.1,293.5,3403438
